Index,Date_Observed,Day,TrapOrder,Waterbody,Site_ID,Site_Name,Site_Info,Trap_Number,Site.Elev.mllw,Latitude,Longitude,SiteNorthing,Trap_Type,Trap_Info,Species,Sex,CW_mm,Notes
309,8/8/25,2,63,Willapa Bay,,Port,Marsh,21007R,1.59,46.50338,-124.0297,5150464.53,Fukui,,CAMA,Male,57,
310,8/8/25,2,63,Willapa Bay,,Port,Marsh,21007R,1.59,46.50338,-124.0297,5150464.53,Fukui,,CAMA,Male,59,
311,8/8/25,2,63,Willapa Bay,,Port,Marsh,21007R,1.59,46.50338,-124.0297,5150464.53,Fukui,,CAMA,Male,66,
312,8/8/25,2,63,Willapa Bay,,Port,Marsh,21007R,1.59,46.50338,-124.0297,5150464.53,Fukui,,CAMA,Male,46,
313,8/8/25,2,63,Willapa Bay,,Port,Marsh,21007R,1.59,46.50338,-124.0297,5150464.53,Fukui,,CAMA,Male,58,
273,8/8/25,2,65,Willapa Bay,,Port,Marsh,21008R,1.59,46.50345,-124.0294167,5150464.53,Fukui,,CAMA,Male,67,
274,8/8/25,2,65,Willapa Bay,,Port,Marsh,21008R,1.59,46.50345,-124.0294167,5150464.53,Fukui,,CAMA,Male,42,
275,8/8/25,2,65,Willapa Bay,,Port,Marsh,21008R,1.59,46.50345,-124.0294167,5150464.53,Fukui,,CAMA,Female,41,
324,8/8/25,2,65,Willapa Bay,,Port,Marsh,21008R,1.59,46.50345,-124.0294167,5150464.53,Fukui,,CAMA,Male,62,
325,8/8/25,2,65,Willapa Bay,,Port,Marsh,21008R,1.59,46.50345,-124.0294167,5150464.53,Fukui,,CAMA,Male,55,
326,8/8/25,2,65,Willapa Bay,,Port,Marsh,21008R,1.59,46.50345,-124.0294167,5150464.53,Fukui,,CAMA,Male,53,
327,8/8/25,2,65,Willapa Bay,,Port,Marsh,21008R,1.59,46.50345,-124.0294167,5150464.53,Fukui,,CAMA,Male,61,
328,8/8/25,2,65,Willapa Bay,,Port,Marsh,21008R,1.59,46.50345,-124.0294167,5150464.53,Fukui,,CAMA,Male,59,
329,8/8/25,2,65,Willapa Bay,,Port,Marsh,21008R,1.59,46.50345,-124.0294167,5150464.53,Fukui,,CAMA,Male,60,
319,8/8/25,2,60,Willapa Bay,,Port,Marsh,21015R,1.59,46.50338,-124.02985,5150464.53,Minnow,,CAMA,Male,69,
320,8/8/25,2,60,Willapa Bay,,Port,Marsh,21015R,1.59,46.50338,-124.02985,5150464.53,Minnow,,CAMA,Male,57,
321,8/8/25,2,60,Willapa Bay,,Port,Marsh,21015R,1.59,46.50338,-124.02985,5150464.53,Minnow,,CAMA,Male,58,
322,8/8/25,2,60,Willapa Bay,,Port,Marsh,21015R,1.59,46.50338,-124.02985,5150464.53,Minnow,,CAMA,Female,50,
323,8/8/25,2,60,Willapa Bay,,Port,Marsh,21015R,1.59,46.50338,-124.02985,5150464.53,Minnow,,CAMA,Male,54,
276,8/8/25,2,62,Willapa Bay,,Port,Marsh,21030R,1.59,46.50318,-124.0300167,5150464.53,Minnow,,CAMA,Female,58,
277,8/8/25,2,62,Willapa Bay,,Port,Marsh,21030R,1.59,46.50318,-124.0300167,5150464.53,Minnow,,CAMA,Female,44,
278,8/8/25,2,62,Willapa Bay,,Port,Marsh,21030R,1.59,46.50318,-124.0300167,5150464.53,Minnow,,CAMA,Male,65,
279,8/8/25,2,62,Willapa Bay,,Port,Marsh,21030R,1.59,46.50318,-124.0300167,5150464.53,Minnow,,CAMA,Male,52,
280,8/8/25,2,62,Willapa Bay,,Port,Marsh,21030R,1.59,46.50318,-124.0300167,5150464.53,Minnow,,CAMA,Female,51,
282,8/8/25,2,64,Willapa Bay,,Port,Marsh,21034R,1.59,46.50338,-124.0295,5150464.53,Minnow,,CAMA,Male,53,
283,8/8/25,2,64,Willapa Bay,,Port,Marsh,21034R,1.59,46.50338,-124.0295,5150464.53,Minnow,,CAMA,Male,51,
284,8/8/25,2,64,Willapa Bay,,Port,Marsh,21034R,1.59,46.50338,-124.0295,5150464.53,Minnow,,CAMA,Male,47,
314,8/8/25,2,66,Willapa Bay,,Port,Marsh,21041R,1.59,46.50297,-124.02985,5150464.53,Minnow,,CAMA,Male,58,
315,8/8/25,2,66,Willapa Bay,,Port,Marsh,21041R,1.59,46.50297,-124.02985,5150464.53,Minnow,,CAMA,Male,65,
316,8/8/25,2,66,Willapa Bay,,Port,Marsh,21041R,1.59,46.50297,-124.02985,5150464.53,Minnow,,CAMA,Male,56,
317,8/8/25,2,66,Willapa Bay,,Port,Marsh,21041R,1.59,46.50297,-124.02985,5150464.53,Minnow,,CAMA,Male,65,
318,8/8/25,2,66,Willapa Bay,,Port,Marsh,21041R,1.59,46.50297,-124.02985,5150464.53,Minnow,,CAMA,Female,40,
265,8/8/25,2,67,Willapa Bay,,Port,Marsh,21042R,1.59,46.50357,-124.0293,5150464.53,Minnow,,CAMA,Male,55,
266,8/8/25,2,67,Willapa Bay,,Port,Marsh,21042R,1.59,46.50357,-124.0293,5150464.53,Minnow,,CAMA,Female,49,
267,8/8/25,2,67,Willapa Bay,,Port,Marsh,21042R,1.59,46.50357,-124.0293,5150464.53,Minnow,,CAMA,Male,47,
268,8/8/25,2,67,Willapa Bay,,Port,Marsh,21042R,1.59,46.50357,-124.0293,5150464.53,Minnow,,CAMA,Male,47,
269,8/8/25,2,67,Willapa Bay,,Port,Marsh,21042R,1.59,46.50357,-124.0293,5150464.53,Minnow,,CAMA,Male,40,
285,8/8/25,2,68,Willapa Bay,,Port,Marsh,21097R,1.59,46.50367,-124.0293,5150464.53,Fukui,,CAMA,Male,54,
286,8/8/25,2,68,Willapa Bay,,Port,Marsh,21097R,1.59,46.50367,-124.0293,5150464.53,Fukui,,CAMA,Male,51,
287,8/8/25,2,68,Willapa Bay,,Port,Marsh,21097R,1.59,46.50367,-124.0293,5150464.53,Fukui,,CAMA,Male,52,
288,8/8/25,2,68,Willapa Bay,,Port,Marsh,21097R,1.59,46.50367,-124.0293,5150464.53,Fukui,,CAMA,Male,47,
289,8/8/25,2,68,Willapa Bay,,Port,Marsh,21097R,1.59,46.50367,-124.0293,5150464.53,Fukui,,CAMA,Male,48,
290,8/8/25,2,68,Willapa Bay,,Port,Marsh,21097R,1.59,46.50367,-124.0293,5150464.53,Fukui,,CAMA,Female,42,
291,8/8/25,2,68,Willapa Bay,,Port,Marsh,21097R,1.59,46.50367,-124.0293,5150464.53,Fukui,,CAMA,Female,55,
292,8/8/25,2,68,Willapa Bay,,Port,Marsh,21097R,1.59,46.50367,-124.0293,5150464.53,Fukui,,CAMA,Male,50,
293,8/8/25,2,68,Willapa Bay,,Port,Marsh,21097R,1.59,46.50367,-124.0293,5150464.53,Fukui,,CAMA,Female,41,
294,8/8/25,2,68,Willapa Bay,,Port,Marsh,21097R,1.59,46.50367,-124.0293,5150464.53,Fukui,,CAMA,Female,40,
295,8/8/25,2,68,Willapa Bay,,Port,Marsh,21097R,1.59,46.50367,-124.0293,5150464.53,Fukui,,CAMA,Female,33,
296,8/8/25,2,68,Willapa Bay,,Port,Marsh,21097R,1.59,46.50367,-124.0293,5150464.53,Fukui,,CAMA,Male,51,
297,8/8/25,2,68,Willapa Bay,,Port,Marsh,21097R,1.59,46.50367,-124.0293,5150464.53,Fukui,,CAMA,Male,32,
298,8/8/25,2,68,Willapa Bay,,Port,Marsh,21097R,1.59,46.50367,-124.0293,5150464.53,Fukui,,CAMA,Male,54,
299,8/8/25,2,68,Willapa Bay,,Port,Marsh,21097R,1.59,46.50367,-124.0293,5150464.53,Fukui,,CAMA,Male,62,
244,8/8/25,2,69,Willapa Bay,,Port,Mid,1259G,0.65,46.50283,-124.0274333,5150464.53,Fukui,,CAMA,Male,31,
243,8/8/25,2,71,Willapa Bay,,Port,Mid,1267G,0.65,46.50365,-124.0272333,5150464.53,Fukui,,CAMA,Female,62,
247,8/8/25,2,70,Willapa Bay,,Port,Mid,21019R,0.65,46.50332,-124.02735,5150464.53,Minnow,,CAMA,Female,24,
248,8/8/25,2,70,Willapa Bay,,Port,Mid,21019R,0.65,46.50332,-124.02735,5150464.53,Minnow,,CAMA,Female,25,
249,8/8/25,2,72,Willapa Bay,,Port,Mid,21027R,0.65,46.50297,-124.0274167,5150464.53,Minnow,,CAMA,Male,30,
250,8/8/25,2,72,Willapa Bay,,Port,Mid,21027R,0.65,46.50297,-124.0274167,5150464.53,Minnow,,CAMA,Male,24,
251,8/8/25,2,72,Willapa Bay,,Port,Mid,21027R,0.65,46.50297,-124.0274167,5150464.53,Minnow,,CAMA,Female,27,
264,8/8/25,2,74,Willapa Bay,,Port,Mid,21048R,0.65,46.50273,-124.02745,5150464.53,Minnow,,CAMA,Male,49,
245,8/8/25,2,73,Willapa Bay,,Port,Mid,21120R,0.65,46.50308,-124.0273833,5150464.53,Fukui,,CAMA,Female,25,
263,8/8/25,2,75,Willapa Bay,,Port,Zero,1619WDFW,-0.17,46.50307,-124.0247167,5150464.53,Fukui,,CAMA,Female,69,
246,8/8/25,2,76,Willapa Bay,,Port,Zero,1653WDFW,-0.17,46.50283,-124.02475,5150464.53,Fukui,,CAMA,Female,54,
252,8/8/25,2,77,Willapa Bay,,Port,Zero,1684WDFW,-0.17,46.5033,-124.0246667,5150464.53,Fukui,,CAMA,Female,70,New claw also damaged
253,8/8/25,2,77,Willapa Bay,,Port,Zero,1684WDFW,-0.17,46.5033,-124.0246667,5150464.53,Fukui,,CAMA,Female,52,
254,8/8/25,2,77,Willapa Bay,,Port,Zero,1684WDFW,-0.17,46.5033,-124.0246667,5150464.53,Fukui,,CAMA,Female,66,
255,8/8/25,2,77,Willapa Bay,,Port,Zero,1684WDFW,-0.17,46.5033,-124.0246667,5150464.53,Fukui,,CAMA,Female,56,
256,8/8/25,2,77,Willapa Bay,,Port,Zero,1684WDFW,-0.17,46.5033,-124.0246667,5150464.53,Fukui,,CAMA,Male,75,
257,8/8/25,2,77,Willapa Bay,,Port,Zero,1684WDFW,-0.17,46.5033,-124.0246667,5150464.53,Fukui,,CAMA,Female,57,
258,8/8/25,2,77,Willapa Bay,,Port,Zero,1684WDFW,-0.17,46.5033,-124.0246667,5150464.53,Fukui,,CAMA,Female,69,
259,8/8/25,2,77,Willapa Bay,,Port,Zero,1684WDFW,-0.17,46.5033,-124.0246667,5150464.53,Fukui,,CAMA,Female,64,
260,8/8/25,2,77,Willapa Bay,,Port,Zero,1684WDFW,-0.17,46.5033,-124.0246667,5150464.53,Fukui,,CAMA,Female,67,
261,8/8/25,2,77,Willapa Bay,,Port,Zero,1684WDFW,-0.17,46.5033,-124.0246667,5150464.53,Fukui,,CAMA,Female,54,
262,8/8/25,2,77,Willapa Bay,,Port,Zero,1684WDFW,-0.17,46.5033,-124.0246667,5150464.53,Fukui,,CAMA,Female,60,
574,8/10/25,3,1,Willapa Bay,,Tokeland,Channel,0407WDFW,,46.70797,-123.97472,5173187.67,Minnow,,CAMA,Male,41,
575,8/10/25,3,1,Willapa Bay,,Tokeland,Channel,0407WDFW,,46.70797,-123.97472,5173187.67,Minnow,,CAMA,Male,42,
576,8/10/25,3,1,Willapa Bay,,Tokeland,Channel,0407WDFW,,46.70797,-123.97472,5173187.67,Minnow,,CAMA,Male,43,
577,8/10/25,3,1,Willapa Bay,,Tokeland,Channel,0407WDFW,,46.70797,-123.97472,5173187.67,Minnow,,CAMA,Male,41,
578,8/10/25,3,1,Willapa Bay,,Tokeland,Channel,0407WDFW,,46.70797,-123.97472,5173187.67,Minnow,,CAMA,Male,45,
579,8/10/25,3,1,Willapa Bay,,Tokeland,Channel,0407WDFW,,46.70797,-123.97472,5173187.67,Minnow,,CAMA,Female,30,
580,8/10/25,3,1,Willapa Bay,,Tokeland,Channel,0407WDFW,,46.70797,-123.97472,5173187.67,Minnow,,CAMA,Female,26,
581,8/10/25,3,1,Willapa Bay,,Tokeland,Channel,0407WDFW,,46.70797,-123.97472,5173187.67,Minnow,,CAMA,Female,43,
582,8/10/25,3,1,Willapa Bay,,Tokeland,Channel,0407WDFW,,46.70797,-123.97472,5173187.67,Minnow,,CAMA,Female,46,
583,8/10/25,3,1,Willapa Bay,,Tokeland,Channel,0407WDFW,,46.70797,-123.97472,5173187.67,Minnow,,CAMA,Female,51,
547,8/10/25,3,3,Willapa Bay,,Tokeland,Channel,0585WDFW,,46.7078,-123.97465,5173187.67,Minnow,,CAMA,Female,56,
548,8/10/25,3,3,Willapa Bay,,Tokeland,Channel,0585WDFW,,46.7078,-123.97465,5173187.67,Minnow,,CAMA,Female,50,
549,8/10/25,3,3,Willapa Bay,,Tokeland,Channel,0585WDFW,,46.7078,-123.97465,5173187.67,Minnow,,CAMA,Female,37,
550,8/10/25,3,3,Willapa Bay,,Tokeland,Channel,0585WDFW,,46.7078,-123.97465,5173187.67,Minnow,,CAMA,Female,54,
551,8/10/25,3,3,Willapa Bay,,Tokeland,Channel,0585WDFW,,46.7078,-123.97465,5173187.67,Minnow,,CAMA,Male,45,
552,8/10/25,3,3,Willapa Bay,,Tokeland,Channel,0585WDFW,,46.7078,-123.97465,5173187.67,Minnow,,CAMA,Male,49,
553,8/10/25,3,3,Willapa Bay,,Tokeland,Channel,0585WDFW,,46.7078,-123.97465,5173187.67,Minnow,,CAMA,Male,50,
554,8/10/25,3,3,Willapa Bay,,Tokeland,Channel,0585WDFW,,46.7078,-123.97465,5173187.67,Minnow,,CAMA,Male,41,
555,8/10/25,3,3,Willapa Bay,,Tokeland,Channel,0585WDFW,,46.7078,-123.97465,5173187.67,Minnow,,CAMA,Male,45,
556,8/10/25,3,3,Willapa Bay,,Tokeland,Channel,0585WDFW,,46.7078,-123.97465,5173187.67,Minnow,,CAMA,Male,40,
557,8/10/25,3,3,Willapa Bay,,Tokeland,Channel,0585WDFW,,46.7078,-123.97465,5173187.67,Minnow,,CAMA,Male,53,
558,8/10/25,3,3,Willapa Bay,,Tokeland,Channel,0585WDFW,,46.7078,-123.97465,5173187.67,Minnow,,CAMA,Male,48,
602,8/10/25,3,5,Willapa Bay,,Tokeland,Channel,0752WDFW,,46.70761,-123.97407,5173187.67,Minnow,,CAMA,Male,45,
603,8/10/25,3,5,Willapa Bay,,Tokeland,Channel,0752WDFW,,46.70761,-123.97407,5173187.67,Minnow,,CAMA,Male,34,
604,8/10/25,3,5,Willapa Bay,,Tokeland,Channel,0752WDFW,,46.70761,-123.97407,5173187.67,Minnow,,CAMA,Male,56,
605,8/10/25,3,5,Willapa Bay,,Tokeland,Channel,0752WDFW,,46.70761,-123.97407,5173187.67,Minnow,,CAMA,Female,47,
618,8/10/25,3,7,Willapa Bay,,Tokeland,Channel,0785WDFW,,46.70799,-123.9742,5173187.67,Minnow,,CAMA,Male,52,
619,8/10/25,3,7,Willapa Bay,,Tokeland,Channel,0785WDFW,,46.70799,-123.9742,5173187.67,Minnow,,CAMA,Male,43,
620,8/10/25,3,7,Willapa Bay,,Tokeland,Channel,0785WDFW,,46.70799,-123.9742,5173187.67,Minnow,,CAMA,Female,53,
621,8/10/25,3,7,Willapa Bay,,Tokeland,Channel,0785WDFW,,46.70799,-123.9742,5173187.67,Minnow,,CAMA,Female,47,
536,8/10/25,3,2,Willapa Bay,,Tokeland,Channel,0822WDFW,,46.70787,-123.97435,5173187.67,Fukui,,CAMA,Male,50,
537,8/10/25,3,2,Willapa Bay,,Tokeland,Channel,0822WDFW,,46.70787,-123.97435,5173187.67,Fukui,,CAMA,Male,59,
538,8/10/25,3,2,Willapa Bay,,Tokeland,Channel,0822WDFW,,46.70787,-123.97435,5173187.67,Fukui,,CAMA,Female,45,
539,8/10/25,3,2,Willapa Bay,,Tokeland,Channel,0822WDFW,,46.70787,-123.97435,5173187.67,Fukui,,CAMA,Female,60,
540,8/10/25,3,2,Willapa Bay,,Tokeland,Channel,0822WDFW,,46.70787,-123.97435,5173187.67,Fukui,,CAMA,Female,48,
541,8/10/25,3,2,Willapa Bay,,Tokeland,Channel,0822WDFW,,46.70787,-123.97435,5173187.67,Fukui,,CAMA,Female,57,
542,8/10/25,3,2,Willapa Bay,,Tokeland,Channel,0822WDFW,,46.70787,-123.97435,5173187.67,Fukui,,CAMA,Female,48,
543,8/10/25,3,2,Willapa Bay,,Tokeland,Channel,0822WDFW,,46.70787,-123.97435,5173187.67,Fukui,,CAMA,Female,53,
544,8/10/25,3,2,Willapa Bay,,Tokeland,Channel,0822WDFW,,46.70787,-123.97435,5173187.67,Fukui,,CAMA,Female,61,
545,8/10/25,3,2,Willapa Bay,,Tokeland,Channel,0822WDFW,,46.70787,-123.97435,5173187.67,Fukui,,CAMA,Female,55,
546,8/10/25,3,2,Willapa Bay,,Tokeland,Channel,0822WDFW,,46.70787,-123.97435,5173187.67,Fukui,,CAMA,Female,58,
622,8/10/25,3,4,Willapa Bay,,Tokeland,Channel,1076WDFW,,46.70774,-123.97394,5173187.67,Fukui,,CAMA,Male,30,
535,8/10/25,3,6,Willapa Bay,,Tokeland,Channel,1103WDFW,,46.70785,-123.97446,5173187.67,Fukui,,CAMA,Female,45,Trap number on deployment misrecorded as 1173
567,8/10/25,3,8,Willapa Bay,,Tokeland,Channel,1142WDFW,,46.70773,-123.97457,5173187.67,Fukui,,CAMA,Male,65,
568,8/10/25,3,8,Willapa Bay,,Tokeland,Channel,1142WDFW,,46.70773,-123.97457,5173187.67,Fukui,,CAMA,Male,78,
569,8/10/25,3,8,Willapa Bay,,Tokeland,Channel,1142WDFW,,46.70773,-123.97457,5173187.67,Fukui,,CAMA,Male,64,
570,8/10/25,3,8,Willapa Bay,,Tokeland,Channel,1142WDFW,,46.70773,-123.97457,5173187.67,Fukui,,CAMA,Male,65,
571,8/10/25,3,8,Willapa Bay,,Tokeland,Channel,1142WDFW,,46.70773,-123.97457,5173187.67,Fukui,,CAMA,Female,58,
572,8/10/25,3,8,Willapa Bay,,Tokeland,Channel,1142WDFW,,46.70773,-123.97457,5173187.67,Fukui,,CAMA,Female,61,
573,8/10/25,3,8,Willapa Bay,,Tokeland,Channel,1142WDFW,,46.70773,-123.97457,5173187.67,Fukui,,CAMA,Female,53,
505,8/10/25,3,9,Willapa Bay,,Tokeland,Channel,1154WDFW,,46.70816,-123.97421,5173187.67,Minnow,,CAMA,Female,53,
506,8/10/25,3,9,Willapa Bay,,Tokeland,Channel,1154WDFW,,46.70816,-123.97421,5173187.67,Minnow,,CAMA,Female,52,
507,8/10/25,3,9,Willapa Bay,,Tokeland,Channel,1154WDFW,,46.70816,-123.97421,5173187.67,Minnow,,CAMA,Female,47,
584,8/10/25,3,10,Willapa Bay,,Tokeland,Channel,1613WDFW,,46.70744,-123.97429,5173187.67,Fukui,,CAMA,Male,57,
585,8/10/25,3,10,Willapa Bay,,Tokeland,Channel,1613WDFW,,46.70744,-123.97429,5173187.67,Fukui,,CAMA,Male,46,
586,8/10/25,3,10,Willapa Bay,,Tokeland,Channel,1613WDFW,,46.70744,-123.97429,5173187.67,Fukui,,CAMA,Male,71,
587,8/10/25,3,10,Willapa Bay,,Tokeland,Channel,1613WDFW,,46.70744,-123.97429,5173187.67,Fukui,,CAMA,Male,61,
588,8/10/25,3,10,Willapa Bay,,Tokeland,Channel,1613WDFW,,46.70744,-123.97429,5173187.67,Fukui,,CAMA,Male,85,
589,8/10/25,3,10,Willapa Bay,,Tokeland,Channel,1613WDFW,,46.70744,-123.97429,5173187.67,Fukui,,CAMA,Female,54,
590,8/10/25,3,10,Willapa Bay,,Tokeland,Channel,1613WDFW,,46.70744,-123.97429,5173187.67,Fukui,,CAMA,Female,54,
591,8/10/25,3,10,Willapa Bay,,Tokeland,Channel,1613WDFW,,46.70744,-123.97429,5173187.67,Fukui,,CAMA,Female,48,
592,8/10/25,3,10,Willapa Bay,,Tokeland,Channel,1613WDFW,,46.70744,-123.97429,5173187.67,Fukui,,CAMA,Female,46,
593,8/10/25,3,10,Willapa Bay,,Tokeland,Channel,1613WDFW,,46.70744,-123.97429,5173187.67,Fukui,,CAMA,Female,57,
594,8/10/25,3,10,Willapa Bay,,Tokeland,Channel,1613WDFW,,46.70744,-123.97429,5173187.67,Fukui,,CAMA,Female,50,
508,8/10/25,3,12,Willapa Bay,,Tokeland,Channel,1653WDFW,,46.70801,-123.97433,5173187.67,Fukui,,CAMA,Male,64,
509,8/10/25,3,12,Willapa Bay,,Tokeland,Channel,1653WDFW,,46.70801,-123.97433,5173187.67,Fukui,,CAMA,Male,49,
510,8/10/25,3,12,Willapa Bay,,Tokeland,Channel,1653WDFW,,46.70801,-123.97433,5173187.67,Fukui,,CAMA,Male,54,
511,8/10/25,3,12,Willapa Bay,,Tokeland,Channel,1653WDFW,,46.70801,-123.97433,5173187.67,Fukui,,CAMA,Male,38,
512,8/10/25,3,12,Willapa Bay,,Tokeland,Channel,1653WDFW,,46.70801,-123.97433,5173187.67,Fukui,,CAMA,Male,49,
513,8/10/25,3,12,Willapa Bay,,Tokeland,Channel,1653WDFW,,46.70801,-123.97433,5173187.67,Fukui,,CAMA,Female,53,
514,8/10/25,3,12,Willapa Bay,,Tokeland,Channel,1653WDFW,,46.70801,-123.97433,5173187.67,Fukui,,CAMA,Female,49,
515,8/10/25,3,12,Willapa Bay,,Tokeland,Channel,1653WDFW,,46.70801,-123.97433,5173187.67,Fukui,,CAMA,Female,56,
516,8/10/25,3,12,Willapa Bay,,Tokeland,Channel,1653WDFW,,46.70801,-123.97433,5173187.67,Fukui,,CAMA,Female,54,
517,8/10/25,3,12,Willapa Bay,,Tokeland,Channel,1653WDFW,,46.70801,-123.97433,5173187.67,Fukui,,CAMA,Female,31,
518,8/10/25,3,12,Willapa Bay,,Tokeland,Channel,1653WDFW,,46.70801,-123.97433,5173187.67,Fukui,,CAMA,Female,55,
519,8/10/25,3,12,Willapa Bay,,Tokeland,Channel,1653WDFW,,46.70801,-123.97433,5173187.67,Fukui,,CAMA,Female,49,
520,8/10/25,3,12,Willapa Bay,,Tokeland,Channel,1653WDFW,,46.70801,-123.97433,5173187.67,Fukui,,CAMA,Female,56,
521,8/10/25,3,12,Willapa Bay,,Tokeland,Channel,1653WDFW,,46.70801,-123.97433,5173187.67,Fukui,,CAMA,Female,49,
522,8/10/25,3,12,Willapa Bay,,Tokeland,Channel,1653WDFW,,46.70801,-123.97433,5173187.67,Fukui,,CAMA,Female,49,
523,8/10/25,3,12,Willapa Bay,,Tokeland,Channel,1653WDFW,,46.70801,-123.97433,5173187.67,Fukui,,CAMA,Female,55,
524,8/10/25,3,12,Willapa Bay,,Tokeland,Channel,1653WDFW,,46.70801,-123.97433,5173187.67,Fukui,,CAMA,Female,43,
525,8/10/25,3,12,Willapa Bay,,Tokeland,Channel,1653WDFW,,46.70801,-123.97433,5173187.67,Fukui,,CAMA,Female,54,
526,8/10/25,3,12,Willapa Bay,,Tokeland,Channel,1653WDFW,,46.70801,-123.97433,5173187.67,Fukui,,CAMA,Female,44,
527,8/10/25,3,12,Willapa Bay,,Tokeland,Channel,1653WDFW,,46.70801,-123.97433,5173187.67,Fukui,,CAMA,Female,53,
528,8/10/25,3,12,Willapa Bay,,Tokeland,Channel,1653WDFW,,46.70801,-123.97433,5173187.67,Fukui,,CAMA,Female,43,
529,8/10/25,3,12,Willapa Bay,,Tokeland,Channel,1653WDFW,,46.70801,-123.97433,5173187.67,Fukui,,CAMA,Female,51,
530,8/10/25,3,11,Willapa Bay,,Tokeland,Channel,1738WDFW,,46.70795,-123.97428,5173187.67,Minnow,,CAMA,Male,52,
531,8/10/25,3,11,Willapa Bay,,Tokeland,Channel,1738WDFW,,46.70795,-123.97428,5173187.67,Minnow,,CAMA,Male,48,
532,8/10/25,3,11,Willapa Bay,,Tokeland,Channel,1738WDFW,,46.70795,-123.97428,5173187.67,Minnow,,CAMA,Female,40,
533,8/10/25,3,11,Willapa Bay,,Tokeland,Channel,1738WDFW,,46.70795,-123.97428,5173187.67,Minnow,,CAMA,Female,50,
534,8/10/25,3,11,Willapa Bay,,Tokeland,Channel,1738WDFW,,46.70795,-123.97428,5173187.67,Minnow,,CAMA,Female,44,
606,8/10/25,3,13,Willapa Bay,,Tokeland,Channel,1968WDFW,,46.70792,-123.97412,5173187.67,Minnow,,CAMA,Male,47,
607,8/10/25,3,13,Willapa Bay,,Tokeland,Channel,1968WDFW,,46.70792,-123.97412,5173187.67,Minnow,,CAMA,Male,59,
608,8/10/25,3,13,Willapa Bay,,Tokeland,Channel,1968WDFW,,46.70792,-123.97412,5173187.67,Minnow,,CAMA,Male,56,
609,8/10/25,3,13,Willapa Bay,,Tokeland,Channel,1968WDFW,,46.70792,-123.97412,5173187.67,Minnow,,CAMA,Female,60,
610,8/10/25,3,13,Willapa Bay,,Tokeland,Channel,1968WDFW,,46.70792,-123.97412,5173187.67,Minnow,,CAMA,Female,57,
611,8/10/25,3,13,Willapa Bay,,Tokeland,Channel,1968WDFW,,46.70792,-123.97412,5173187.67,Minnow,,CAMA,Female,56,
612,8/10/25,3,13,Willapa Bay,,Tokeland,Channel,1968WDFW,,46.70792,-123.97412,5173187.67,Minnow,,CAMA,Female,51,
613,8/10/25,3,15,Willapa Bay,,Tokeland,Channel,2243WDFW,,46.70779,-123.97407,5173187.67,Minnow,,CAMA,Male,45,
614,8/10/25,3,15,Willapa Bay,,Tokeland,Channel,2243WDFW,,46.70779,-123.97407,5173187.67,Minnow,,CAMA,Male,46,
615,8/10/25,3,15,Willapa Bay,,Tokeland,Channel,2243WDFW,,46.70779,-123.97407,5173187.67,Minnow,,CAMA,Female,49,
616,8/10/25,3,15,Willapa Bay,,Tokeland,Channel,2243WDFW,,46.70779,-123.97407,5173187.67,Minnow,,CAMA,Female,47,
617,8/10/25,3,15,Willapa Bay,,Tokeland,Channel,2243WDFW,,46.70779,-123.97407,5173187.67,Minnow,,CAMA,Female,14,
562,8/10/25,3,14,Willapa Bay,,Tokeland,Channel,2273WDFW,,46.7079,-123.97463,5173187.67,Fukui,,CAMA,Male,43,
563,8/10/25,3,14,Willapa Bay,,Tokeland,Channel,2273WDFW,,46.7079,-123.97463,5173187.67,Fukui,,CAMA,Female,40,
564,8/10/25,3,14,Willapa Bay,,Tokeland,Channel,2273WDFW,,46.7079,-123.97463,5173187.67,Fukui,,CAMA,Female,48,
565,8/10/25,3,14,Willapa Bay,,Tokeland,Channel,2273WDFW,,46.7079,-123.97463,5173187.67,Fukui,,CAMA,Female,44,
566,8/10/25,3,14,Willapa Bay,,Tokeland,Channel,2273WDFW,,46.7079,-123.97463,5173187.67,Fukui,,CAMA,Female,44,
598,8/10/25,3,16,Willapa Bay,,Tokeland,Channel,2284WDFW,,46.70762,-123.97426,5173187.67,Fukui,,CAMA,Male,52,
599,8/10/25,3,16,Willapa Bay,,Tokeland,Channel,2284WDFW,,46.70762,-123.97426,5173187.67,Fukui,,CAMA,Male,55,
600,8/10/25,3,16,Willapa Bay,,Tokeland,Channel,2284WDFW,,46.70762,-123.97426,5173187.67,Fukui,,CAMA,Female,50,
601,8/10/25,3,16,Willapa Bay,,Tokeland,Channel,2284WDFW,,46.70762,-123.97426,5173187.67,Fukui,,CAMA,Female,45,
595,8/10/25,3,17,Willapa Bay,,Tokeland,Channel,2409WDFW,,46.70754,-123.97437,5173187.67,Minnow,,CAMA,Female,38,
596,8/10/25,3,17,Willapa Bay,,Tokeland,Channel,2409WDFW,,46.70754,-123.97437,5173187.67,Minnow,,CAMA,Female,37,
597,8/10/25,3,17,Willapa Bay,,Tokeland,Channel,2409WDFW,,46.70754,-123.97437,5173187.67,Minnow,,CAMA,Female,44,
559,8/10/25,3,18,Willapa Bay,,Tokeland,Channel,2903WDFW,,46.70772,-123.97445,5173187.67,Minnow,,CAMA,Male,46,
560,8/10/25,3,18,Willapa Bay,,Tokeland,Channel,2903WDFW,,46.70772,-123.97445,5173187.67,Minnow,,CAMA,Male,43,
